44.038,7.7164,42.497,6.2617,1.0086,3.3859
-8.4255,0.87524,-1.4112,-5.224,1.2465,4.3779
-18.671,0.99898,-4.3575,-6.2929,0.2211,4.4969
45.256,8.4928,50.619,3.9974,1.8333,3.4199
-12.777,2.0656,0.22661,-10.652,-0.60333,4.2499
1.9661,6.8587,9.574,0.03858,-1.8101,4.4119
-13.668,2.0385,-5.1281,-5.2255,1.1834,4.2089
-29.173,0.10419,-1.5133,-0.63761,0.19518,4.5819
-34.402,-0.82218,2.0895,3.5641,0.40397,4.7929
-1.7051,3.1361,-1.0943,-6.4069,-1.3492,3.5949
-23.956,0.62421,-0.61014,0.25608,-0.32519,4.7229
-2.8398,0.034171,-6.3788,-8.2359,0.99199,4.3679
-24.866,0.53861,4.6183,0.77362,-0.37518,4.8909
-20.604,2.0835,-3.8493,-0.40779,-0.24371,4.1869
-52.823,-2.8433,2.2743,6.4937,0.64875,5.5109
-36.35,-1.091,3.35,2.2532,0.030567,5.3069
-27.564,-0.21242,-1.5969,-2.6864,0.47363,4.7129
3.469,0.35743,13.185,-0.96063,0.20678,4.3369
-28.152,0.45264,-1.8094,0.089139,0.028121,4.7849
-2.5497,3.276,-2.4046,-12.462,1.2623,3.8239
48.793,9.5281,64.35,6.6467,3.8594,3.4539
-4.5254,3.4406,-5.0072,-9.5389,0.42524,4.1859
-56.816,-3.3754,2.6604,6.7217,0.81549,5.5839
-5.6349,3.5068,-6.941,-11.09,-0.97879,3.7699
14.62,9.3178,-12.809,-15.987,-0.40263,3.1039
-18.913,2.1577,3.1104,0.072767,0.14703,4.5849
54.631,18.125,-53.862,-1.4005,0.035398,1.6459
-37.604,-1.3042,0.97883,1.713,0.49855,5.0649
-21.36,0.46763,-2.0228,0.50059,0.24992,4.7009
-25.636,-1.2005,2.951,2.5309,0.30312,4.7139
-34.981,-0.56176,-1.8216,3.0693,0.29835,4.9519
-34.632,-0.68941,-2.6457,1.6009,0.60015,4.8409
8.453,5.9881,-14.957,7.3411,-1.807,3.8059
-12.804,2.2855,-3.0522,-7.9042,-0.51693,4.1249
56.765,18.984,-30.278,19.085,2.7517,2.2399
-39,-0.87744,0.6131,4.9697,0.37951,5.1809
-27.118,-0.38598,1.3055,-0.95466,-0.19215,4.9289
-14.905,1.4628,-1.6364,-1.355,0.11447,4.5449
-48.614,-2.37,2.1033,6.1276,0.50983,5.4139
-40.84,-1.4725,0.52296,4.0125,0.38965,5.0609
53.397,15.633,60.214,4.1635,-0.099111,2.9929
46.187,14.237,-50.789,1.2788,0.25987,2.7309
-19.579,0.6207,-2.2065,-5.4764,0.084801,4.5739
-2.5841,3.9178,-10.362,3.7009,-1.7748,4.0549
-18.223,0.77257,-2.8516,-9.2094,0.35644,4.2699
-20.7,1.1136,-4.3067,-5.4135,0.66044,4.1489
48.104,13.793,-48.816,11.345,-0.0027319,2.4659
58.702,17.751,54.876,-5.6448,-1.0313,2.6549
46.748,2.5812,46.469,5.9294,4.2521,3.1239
-48.034,-2.2032,2.3225,5.7944,0.48274,5.4149
-23.731,1.2227,-0.65491,-0.35307,-0.458,4.7509
9.025,4.6522,-8.6681,-8.0164,0.70581,3.6479
-2.8917,3.1861,-4.8933,-16.517,0.26646,3.7299
-16.86,-1.782,-1.9895,-0.71494,-0.64329,4.5259
-1.243,2.7854,-3.0737,4.5497,1.2385,3.8599
-7.5919,3.1017,-4.5213,-8.2176,0.64248,4.1379
3.5158,2.7542,9.8085,1.1518,-2.88,4.5679
14.409,2.3659,-8.812,-2.9939,1.1211,3.5699
-40.142,-1.4833,1.2784,3.0031,0.44728,5.0149
3.6033,3.8879,7.8081,3.1603,-2.7058,4.1569
-4.5923,-0.94105,-2.7021,1.0794,0.58701,4.0669
2.6747,0.95046,-6.7602,3.86,-1.0512,3.8689
0.66882,5.928,14.917,0.85516,-1.3486,4.5559
-29.957,-0.26187,0.33676,-0.97477,0.22229,4.7799
6.8488,-5.7924,-1.1046,4.2753,0.42226,3.7219
5.0191,4.1639,-15.176,7.4545,-1.9576,3.9189
-14.859,-0.02656,0.34096,-5.2092,0.76346,4.6329
-48.032,-2.2362,2.4037,6.1306,0.50382,5.3589
12.327,4.242,-17.452,6.8959,1.3723,3.9079
-17.438,0.64864,-4.8858,-9.8897,0.60466,4.2749
8.2333,5.8628,9.6914,5.6183,-1.8372,4.1699
7.0099,2.5101,1.8744,-16.086,-1.0211,4.1769
7.8081,4.1939,10.879,4.0264,-2.907,4.2349
-5.165,2.4332,-8.3798,-18.342,0.89866,3.7389
-52.706,-2.8261,2.4759,6.4893,0.62469,5.4959
3.0975,3.8457,8.2016,-10.002,-1.2262,3.9059
-27.343,0.15669,-3.5156,-1.5683,0.5521,4.5439
-13.694,2.4953,-3.9333,-6.4748,-0.29669,4.1179
-37.258,-1.2665,0.97613,1.5622,0.50928,5.0609
-35.888,-0.89642,0.68312,3.6531,0.29509,4.9699
-36.697,-0.95289,0.57124,2.7899,0.32038,5.0749
12.109,5.8281,-13.619,-17.816,1.6449,3.1889
5.2247,5.5586,-18.109,6.681,-1.4633,4.0369
2.5253,3.2068,9.3228,4.209,-3.3145,4.3559
7.5714,-0.32928,-9.9214,4.065,-0.59882,3.6639
-21.118,-2.5147,-0.70856,4.0651,-0.33967,4.4889
-18.239,1.7325,0.47259,-4.8153,0.036221,4.1769
-3.9859,4.7383,-11.538,-7.0265,-0.31812,4.3689
56.56,17.274,-79.961,5.8532,2.9584,2.3799
-2.3576,4.8723,-4.7281,-13.793,-0.48153,3.7599
-36.355,-1.1731,1.1157,4.7692,0.19778,5.0989
-17.36,2.0782,1.2165,-1.0012,-0.421,4.4429
-7.0863,-1.7019,1.5271,-4.7443,0.7309,4.5129
7.3743,6.3594,12.201,2.2549,-1.202,4.1779
-20.786,-1.2809,0.359,-0.59448,0.74142,4.8079
-21.276,1.5262,2.1663,-4.285,0.023856,4.2899
-3.3738,-2.5488,0.60449,2.3715,-0.70936,3.6919
-2.0503,5.1439,9.5807,1.4516,-1.3436,4.3139
-55.639,-3.2188,2.5991,6.6679,0.76423,5.5509
-35.668,-0.9866,2.0077,5.8277,0.45908,5.1829
7.8023,6.5175,-16.445,4.5927,-1.7269,3.8489
-18.34,1.7126,-1.2325,-1.5984,-0.77342,4.7729
-23.403,-0.093244,-0.45312,2.0722,-0.59907,4.3849
-55.169,-3.1609,2.5561,6.6347,0.74688,5.5399
-8.0074,0.99977,-5.3499,-10.51,0.92754,4.1739
-28.603,0.3782,1.1375,2.4175,0.41139,4.6139
55.882,8.7019,58.349,8.9836,-0.11185,3.5129
-13.45,2.4424,-4.0933,-8.5056,0.056701,4.3029
46.273,14.447,-57.971,6.2148,0.3033,2.4509
37.43,9.0556,47.347,8.9984,1.7659,3.4539
58.612,10.431,62.151,0.97676,3.9384,3.0129
12.019,4.0225,3.288,-10.204,-0.15466,3.3629
46.717,11.657,-45.19,5.1117,1.721,2.8599
-25.188,-0.80207,-1.021,-0.91755,0.6048,4.6479
-32.568,-0.71613,-0.15234,0.62976,0.3905,4.7809
53.055,9.5187,53.671,1.0512,-0.46809,3.0959
-21.596,0.27412,2.7111,-0.63382,0.093475,4.6139
-0.20844,-3.602,-1.3274,1.7394,-0.52227,3.8249
-34.633,-0.81239,-0.43209,0.94603,0.47885,4.8639
-20.783,-0.20817,-1.4272,-6.7446,0.68574,4.5859
-3.028,4.8544,7.1296,2.7193,-1.2733,4.4069
-3.2157,3.2306,-1.1884,-15.568,-0.4515,3.7119
-30.287,-0.55561,-0.4107,-1.8344,0.49987,4.6099
-33.262,-1.1778,1.9485,3.964,0.21539,4.9579
-37.032,-1.1731,-0.44161,1.6909,0.58616,4.9069
-40.621,-1.3383,2.3175,5.3765,0.00081491,5.1869
-43.379,-1.7385,1.9137,4.6523,0.50064,5.2649
-12.661,0.68633,4.8378,-4.3112,-0.40736,4.4859
1.0023,6.108,-16.023,4.4621,-1.0407,3.9109
-14.006,1.7987,-2.1942,-9.7044,-0.4796,4.3159
-53.408,-2.95,2.5226,6.5389,0.67943,5.4989
3.5985,5.4939,12.757,1.1433,-2.1828,4.1369
-6.3998,2.9148,-2.6966,-5.3792,-0.19469,4.0279
-50.245,-2.5596,2.2907,6,0.59159,5.4109
-50.6,-2.5924,2.4694,6.3488,0.55128,5.4469
4.6818,5.5574,12.91,0.43067,-0.91729,4.2769
-13.666,1.3568,-0.50138,-3.3354,-0.31035,3.8069
-7.6221,3.7233,-3.9683,-0.17477,-0.52692,4.0669
0.64236,2.7589,-10.524,-7.3995,0.56933,4.1239
-4.1248,5.087,12.057,0.44471,-1.5744,4.6529
4.124,6.9152,12.637,-0.64634,-2.2738,4.4029
-2.6747,3.2508,-0.061787,-6.1547,0.2307,3.9739
-31.651,-1.0145,0.38331,-0.22004,0.28585,4.9229
-35.192,-1.0696,0.65096,0.59268,0.50845,4.9329
40.633,12.173,-52.902,-3.9264,1.7368,2.4179
3.2623,7.0857,13.78,-0.40396,-1.5894,4.4199
-17.794,1.1865,-2.8243,-7.285,0.15635,4.2699
2.6459,-4.551,2.7553,3.4037,0.24984,3.9399
-52.354,-2.8296,2.4642,6.5293,0.60332,5.5609
0.53721,-1.7321,-6.4312,4.7083,-0.90258,3.8509
-19.132,1.0366,-2.5559,-7.1418,-0.00061778,4.2599
7.0304,7.7425,-0.23661,3.2314,-2.3772,4.2009
10.738,4.8958,5.8349,-14.445,0.88646,3.3549
-3.2311,3.5537,-8.0457,-9.2997,0.32428,3.7479
