Iteracion,MSE
374,27.67404924670348
375,27.674050366457713
376,27.67405148614722
377,27.674052605771983
378,27.674053725332037
379,27.674054844827353
380,27.674055964257928
381,27.67405708362381
382,27.674058202924975
383,27.67405932216145
384,27.674060441333257
385,27.674061560440347
386,27.674062679482788
387,27.674063798460523
388,27.67406491737358
389,27.67406603622201
390,27.67406715500578
391,27.67406827372486
392,27.674069392379327
393,27.674070510969162
394,27.67407162949435
395,27.674072747954938
396,27.67407386635086
397,27.67407498468223
398,27.67407610294896
399,27.67407722115109
400,27.67407833928864
401,27.67407945736159
402,27.67408057536997
403,27.674081693313774
404,27.674082811192996
405,27.67408392900766
406,27.674085046757753
407,27.674086164443292
408,27.674087282064306
409,27.67408839962079
410,27.67408951711272
411,27.67409063454014
412,27.674091751903024
413,27.67409286920139
414,27.67409398643527
415,27.67409510360462
416,27.674096220709508
417,27.674097337749863
418,27.674098454725783
419,27.674099571637175
420,27.67410068848414
421,27.674101805266627
422,27.67410292198466
423,27.674104038638227
424,27.674105155227316
425,27.674106271752013
426,27.674107388212278
427,27.674108504608075
428,27.67410962093946
429,27.674110737206462
430,27.67411185340904
431,27.67411296954721
432,27.674114085620953
433,27.674115201630304
434,27.67411631757532
435,27.674117433455937
436,27.67411854927217
437,27.67411966502402
438,27.674120780711544
439,27.674121896334714
440,27.674123011893506
441,27.674124127387966
442,27.674125242818107
443,27.674126358183894
444,27.67412747348536
445,27.67412858872251
446,27.674129703895357
447,27.67413081900387
448,27.674131934048145
449,27.674133049028065
450,27.674134163943698
451,27.674135278795042
452,27.67413639358217
453,27.674137508304977
454,27.67413862296356
455,27.674139737557848
456,27.6741408520879
457,27.674141966553687
458,27.674143080955275
459,27.674144195292605
460,27.674145309565727
461,27.674146423774594
462,27.674147537919275
463,27.674148651999722
464,27.674149766015994
465,27.67415087996806
466,27.674151993855936
467,27.67415310767963
468,27.67415422143912
469,27.67415533513447
470,27.674156448765622
471,27.674157562332674
472,27.674158675835518
473,27.674159789274228
474,27.674160902648794
475,27.674162015959226
476,27.674163129205503
477,27.674164242387697
478,27.67416535550578
479,27.674166468559715
480,27.674167581549543
481,27.674168694475323
482,27.67416980733698
483,27.67417092013453
484,27.67417203286801
485,27.674173145537438
486,27.67417425814279
487,27.67417537068406
488,27.674176483161293
489,27.674177595574466
490,27.674178707923602
491,27.674179820208703
492,27.67418093242978
493,27.674182044586804
494,27.674183156679792
495,27.6741842687088
496,27.674185380673805
497,27.67418649257479
498,27.674187604411795
499,27.67418871618479
500,27.674189827893816
501,27.674190939538825
502,27.674192051119928
503,27.674193162637007
504,27.674194274090173
505,27.674195385479358
506,27.6741964968046
507,27.67419760806591
508,27.67419871926328
509,27.67419983039671
510,27.674200941466257
511,27.67420205247184
512,27.674203163413516
513,27.674204274291313
514,27.674205385105196
515,27.674206495855202
516,27.674207606541305
517,27.674208717163523
518,27.674209827721878
519,27.674210938216362
520,27.674212048646954
521,27.67421315901373
522,27.674214269316664
523,27.6742153795557
524,27.674216489730934
525,27.674217599842347
526,27.674218709889896
527,27.674219819873656
528,27.674220929793613
529,27.67422203964973
530,27.674223149442028
531,27.674224259170575
532,27.67422536883529
533,27.674226478436285
534,27.674227587973455
535,27.674228697446846
536,27.67422980685653
537,27.674230916202408
538,27.674232025484507
539,27.674233134702902
540,27.674234243857533
541,27.674235352948422
542,27.674236461975593
543,27.674237570939052
544,27.6742386798388
545,27.674239788674804
546,27.67424089744712
547,27.674242006155726
548,27.67424311480065
549,27.674244223381866
550,27.674245331899424
551,27.674246440353294
552,27.67424754874352
553,27.674248657070056
554,27.674249765332966
555,27.67425087353216
556,27.674251981667776
557,27.674253089739715
558,27.67425419774803
559,27.67425530569273
560,27.674256413573783
561,27.67425752139124
562,27.674258629145076
563,27.674259736835303
564,27.674260844461962
565,27.67426195202502
566,27.674263059524485
567,27.674264166960384
568,27.67426527433268
569,27.67426638164145
570,27.674267488886606
571,27.67426859606826
572,27.674269703186336
573,27.674270810240866
574,27.67427191723188
575,27.67427302415933
576,27.67427413102326
577,27.674275237823704
578,27.67427634456063
579,27.67427745123404
580,27.67427855784392
581,27.674279664390358
582,27.67428077087325
583,27.674281877292692
584,27.674282983648666
585,27.67428408994117
586,27.674285196170175
587,27.674286302335727
588,27.674287408437863
589,27.674288514476522
590,27.674289620451738
591,27.67429072636351
592,27.674291832211907
593,27.674292937996853
594,27.674294043718334
595,27.674295149376483
596,27.67429625497114
597,27.674297360502464
598,27.67429846597038
599,27.67429957137491
600,27.674300676716044
601,27.6743017819938
602,27.674302887208206
603,27.67430399235927
604,27.674305097446926
605,27.67430620247127
606,27.674307307432205
607,27.674308412329868
608,27.6743095171642
609,27.674310621935184
610,27.67431172664283
611,27.674312831287175
612,27.674313935868202
613,27.674315040385927
614,27.674316144840375
615,27.674317249231517
616,27.674318353559364
617,27.674319457823934
618,27.674320562025258
619,27.674321666163284
620,27.674322770238046
621,27.674323874249577
622,27.674324978197863
623,27.674326082082853
624,27.67432718590465
625,27.674328289663222
626,27.67432939335853
627,27.67433049699064
628,27.674331600559565
629,27.674332704065247
630,27.674333807507704
631,27.674334910887
632,27.6743360142031
633,27.674337117456012
634,27.674338220645733
635,27.67433932377232
636,27.6743404268357
637,27.674341529835953
638,27.674342632773033
639,27.674343735646975
640,27.674344838457767
641,27.674345941205438
642,27.674347043889952
643,27.674348146511356
644,27.67434924906963
645,27.67435035156479
646,27.674351453996874
647,27.674352556365825
648,27.6743536586717
649,27.674354760914472
650,27.67435586309418
651,27.674356965210805
652,27.674358067264343
653,27.674359169254824
654,27.674360271182277
655,27.67436137304662
656,27.67436247484797
657,27.674363576586245
658,27.674364678261476
659,27.67436577987367
660,27.67436688142287
661,27.674367982909057
662,27.67436908433223
663,27.674370185692354
664,27.674371286989548
665,27.6743723882237
666,27.67437348939488
667,27.67437459050307
668,27.674375691548292
669,27.674376792530527
670,27.674377893449837
671,27.67437899430613
672,27.67438009509954
673,27.674381195829955
674,27.67438229649745
675,27.67438339710198
676,27.674384497643626
677,27.674385598122296
678,27.674386698538115
679,27.674387798890976
680,27.674388899180947
681,27.67438999940802
682,27.67439109957218
683,27.674392199673477
684,27.67439329971188
685,27.674394399687415
686,27.674395499600095
687,27.674396599449885
688,27.67439769923683
689,27.674398798960926
690,27.674399898622177
691,27.674400998220584
692,27.67440209775615
693,27.674403197228912
694,27.67440429663879
695,27.674405395985893
696,27.67440649527023
697,27.67440759449167
698,27.674408693650406
699,27.674409792746292
700,27.6744108917794
701,27.674411990749746
702,27.674413089657286
703,27.674414188502094
704,27.674415287284127
705,27.674416386003376
706,27.674417484659887
707,27.674418583253683
708,27.67441968178471
709,27.674420780253005
710,27.674421878658585
711,27.67442297700142
712,27.674424075281557
713,27.674425173498978
714,27.67442627165372
715,27.674427369745736
716,27.67442846777505
717,27.674429565741697
718,27.67443066364567
719,27.67443176148693
720,27.674432859265583
721,27.674433956981506
722,27.674435054634845
723,27.674436152225475
724,27.674437249753478
725,27.674438347218864
726,27.67443944462159
727,27.67444054196169
728,27.674441639239184
729,27.674442736454047
730,27.67444383360632
731,27.674444930695937
732,27.67444602772303
733,27.674447124687482
734,27.674448221589348
735,27.67444931842864
736,27.674450415205374
737,27.67445151191955
738,27.674452608571094
739,27.67445370516017
740,27.67445480168662
741,27.674455898150587
742,27.67445699455198
743,27.674458090890838
744,27.674459187167187
745,27.674460283381
746,27.674461379532293
747,27.674462475621098
748,27.674463571647387
749,27.67446466761118
750,27.674465763512462
751,27.67446685935127
752,27.674467955127607
753,27.674469050841445
754,27.67447014649283
755,27.674471242081765
756,27.674472337608268
757,27.67447343307227
758,27.674474528473848
759,27.674475623812985
760,27.67447671908964
761,27.674477814303916
762,27.674478909455775
763,27.674480004545224
764,27.674481099572233
765,27.674482194536857
766,27.67448328943905
767,27.674484384278895
768,27.674485479056337
769,27.674486573771375
770,27.674487668424078
771,27.67448876301438
772,27.67448985754236
773,27.674490952007933
774,27.67449204641117
775,27.67449314075209
776,27.674494235030643
777,27.674495329246877
778,27.674496423400754
779,27.67449751749232
780,27.674498611521564
781,27.674499705488543
782,27.67450079939318
783,27.67450189323551
784,27.674502987015554
785,27.67450408073334
786,27.67450517438881
787,27.674506267982014
788,27.674507361512944
789,27.674508454981616
790,27.674509548388023
791,27.674510641732187
792,27.674511735014086
793,27.674512828233762
794,27.674513921391203
795,27.6745150144864
796,27.674516107519405
797,27.674517200490182
798,27.67451829339872
799,27.67451938624506
800,27.674520479029226
801,27.674521571751203
802,27.674522664410983
803,27.67452375700854
804,27.674524849543964
805,27.67452594201723
806,27.674527034428277
807,27.674528126777194
808,27.674529219063945
809,27.67453031128858
810,27.674531403451045
811,27.674532495551375
812,27.674533587589607
813,27.674534679565667
814,27.674535771479672
815,27.674536863331515
816,27.674537955121234
817,27.674539046848906
818,27.674540138514438
819,27.674541230117917
820,27.67454232165931
821,27.674543413138615
822,27.6745445045558
823,27.67454559591098
824,27.674546687204117
825,27.674547778435155
826,27.674548869604173
827,27.674549960711122
828,27.674551051756048
829,27.674552142738932
830,27.674553233659804
831,27.674554324518667
832,27.674555415315496
833,27.674556506050326
834,27.674557596723137
835,27.674558687333967
836,27.67455977788281
837,27.674560868369674
838,27.674561958794563
839,27.67456304915744
840,27.674564139458347
841,27.674565229697357
842,27.674566319874337
843,27.67456740998945
844,27.674568500042568
845,27.67456959003374
846,27.67457067996297
847,27.674571769830305
848,27.674572859635724
849,27.67457394937922
850,27.674575039060798
851,27.67457612868047
852,27.67457721823824
853,27.674578307734148
854,27.674579397168152
855,27.67458048654027
856,27.674581575850503
857,27.674582665098853
858,27.674583754285415
859,27.67458484341006
860,27.67458593247287
861,27.674587021473833
862,27.674588110412977
863,27.674589199290253
864,27.674590288105712
865,27.674591376859333
866,27.674592465551193
867,27.674593554181172
868,27.674594642749383
869,27.67459573125581
870,27.674596819700408
871,27.674597908083253
872,27.674598996404285
873,27.674600084663567
874,27.674601172861045
875,27.67460226099679
876,27.674603349070775
877,27.674604437082976
878,27.674605525033453
879,27.674606612922226
880,27.674607700749196
881,27.674608788514448
882,27.674609876217993
883,27.674610963859816
884,27.67461205143994
885,27.67461313895831
886,27.674614226415045
887,27.674615313810065
888,27.674616401143386
889,27.67461748841498
890,27.674618575624944
891,27.674619662773264
892,27.67462074985986
893,27.674621836884814
894,27.67462292384811
895,27.674624010749778
896,27.67462509758976
897,27.674626184368154
898,27.674627271084887
899,27.674628357740012
900,27.674629444333487
901,27.67463053086538
902,27.67463161733562
903,27.67463270374428
904,27.674633790091377
905,27.674634876376825
906,27.674635962600735
907,27.674637048763053
908,27.674638134863777
909,27.67463922090295
910,27.67464030688055
911,27.674641392796605
912,27.674642478651094
913,27.674643564444036
914,27.674644650175455
915,27.674645735845335
916,27.674646821453674
917,27.674647907000484
918,27.674648992485803
919,27.674650077909604
920,27.674651163271886
921,27.67465224857266
922,27.67465333381196
923,27.674654418989764
924,27.674655504106113
925,27.674656589160975
926,27.674657674154336
927,27.674658759086242
928,27.674659843956704
929,27.6746609287657
930,27.67466201351322
931,27.674663098199346
932,27.674664182824
933,27.67466526738727
934,27.674666351889073
935,27.67466743632948
936,27.674668520708448
937,27.67466960502605
938,27.67467068928217
939,27.67467177347695
940,27.674672857610346
941,27.67467394168234
942,27.67467502569296
943,27.67467610964222
944,27.674677193530073
945,27.674678277356605
946,27.674679361121754
947,27.674680444825565
948,27.674681528468028
949,27.674682612049143
950,27.674683695568937
951,27.674684779027388
952,27.67468586242454
953,27.674686945760335
954,27.67468802903487
955,27.674689112248103
956,27.674690195399986
957,27.67469127849058
958,27.6746923615199
959,27.67469344448795
960,27.674694527394713
961,27.674695610240228
962,27.674696693024465
963,27.674697775747422
964,27.67469885840915
965,27.6746999410096
966,27.674701023548817
967,27.67470210602681
968,27.67470318844358
969,27.67470427079914
970,27.674705353093447
971,27.67470643532654
972,27.674707517498447
973,27.67470859960913
974,27.674709681658612
975,27.674710763646925
976,27.674711845574045
977,27.674712927439955
978,27.674714009244735
979,27.674715090988332
980,27.674716172670774
981,27.67471725429205
982,27.67471833585215
983,27.674719417351167
984,27.674720498788982
985,27.67472158016568
986,27.674722661481276
987,27.674723742735733
988,27.674724823929086
989,27.674725905061276
990,27.674726986132427
991,27.67472806714245
992,27.67472914809137
993,27.674730228979218
994,27.674731309805967
995,27.674732390571645
996,27.674733471276255
997,27.6747345519198
998,27.674735632502273
999,27.674736713023705
1000,27.67473779348406
1001,27.67473887388342
1002,27.674739954221696
1003,27.67474103449897
1004,27.674742114715222
1005,27.67474319487044
1006,27.67474427496462
1007,27.674745354997846
1008,27.674746434970046
1009,27.67474751488123
1010,27.67474859473145
1011,27.674749674520662
1012,27.674750754248887
1013,27.67475183391615
1014,27.674752913522422
1015,27.674753993067778
1016,27.67475507255215
1017,27.67475615197558
1018,27.67475723133802
1019,27.674758310639554
1020,27.67475938988017
1021,27.67476046905981
1022,27.674761548178576
1023,27.674762627236397
1024,27.67476370623329
1025,27.674764785169316
1026,27.674765864044417
1027,27.674766942858636
1028,27.67476802161193
1029,27.674769100304353
1030,27.674770178935923
1031,27.674771257506602
1032,27.674772336016424
1033,27.67477341446536
1034,27.674774492853473
1035,27.674775571180703
1036,27.67477664944713
1037,27.674777727652696
1038,27.674778805797413
1039,27.674779883881307
1040,27.674780961904393
1041,27.674782039866678
1042,27.6747831177681
1043,27.674784195608765
1044,27.674785273388594
1045,27.674786351107638
1046,27.674787428765928
1047,27.674788506363395
1048,27.67478958390011
1049,27.674790661376033
1050,27.674791738791225
1051,27.674792816145636
1052,27.674793893439276
1053,27.67479497067219
1054,27.67479604784433
1055,27.674797124955777
1056,27.674798202006446
1057,27.674799278996442
1058,27.67480035592567
1059,27.674801432794215
1060,27.674802509602035
1061,27.674803586349128
1062,27.67480466303557
1063,27.67480573966132
1064,27.67480681622634
1065,27.674807892730712
1066,27.674808969174386
1067,27.674810045557425
1068,27.674811121879774
1069,27.674812198141463
1070,27.6748132743425
1071,27.674814350482873
1072,27.674815426562645
1073,27.674816502581784
1074,27.67481757854025
1075,27.674818654438145
1076,27.674819730275374
1077,27.674820806051965
1078,27.674821881768004
1079,27.67482295742341
1080,27.67482403301823
1081,27.67482510855246
1082,27.674826184026124
1083,27.674827259439194
1084,27.67482833479169
1085,27.674829410083603
1086,27.674830485314956
1087,27.6748315604858
1088,27.674832635595976
1089,27.674833710645736
1090,27.674834785634882
1091,27.674835860563523
1092,27.674836935431607
1093,27.674838010239196
1094,27.674839084986253
1095,27.67484015967282
1096,27.674841234298825
1097,27.67484230886438
1098,27.674843383369407
1099,27.674844457813997
1100,27.674845532198027
1101,27.67484660652164
1102,27.674847680784755
1103,27.674848754987405
1104,27.674849829129595
1105,27.674850903211325
1106,27.674851977232596
1107,27.674853051193427
1108,27.674854125093827
1109,27.674855198933788
1110,27.674856272713324
1111,27.674857346432447
1112,27.67485842009116
1113,27.674859493689432
1114,27.674860567227313
1115,27.674861640704776
1116,27.674862714121865
1117,27.674863787478557
1118,27.674864860774857
1119,27.67486593401081
1120,27.67486700718636
1121,27.674868080301565
1122,27.674869153356397
1123,27.674870226350848
1124,27.674871299284977
1125,27.674872372158763
1126,27.674873444972203
1127,27.67487451772529
1128,27.674875590418118
1129,27.67487666305057
1130,27.674877735622683
1131,27.674878808134547
1132,27.67487988058606
1133,27.67488095297727
1134,27.674882025308232
1135,27.674883097578864
1136,27.674884169789237
1137,27.6748852419393
1138,27.674886314029113
1139,27.67488738605869
1140,27.67488845802797
1141,27.674889529937005
1142,27.67489060178577
1143,27.674891673574308
1144,27.674892745302593
1145,27.674893816970695
1146,27.674894888578514
1147,27.67489596012616
1148,27.674897031613536
1149,27.674898103040732
1150,27.67489917440774
1151,27.674900245714515
1152,27.6749013169611
1153,27.674902388147505
1154,27.67490345927375
1155,27.67490453033981
1156,27.674905601345678
1157,27.674906672291343
1158,27.674907743176924
1159,27.674908814002308
1160,27.67490988476754
1161,27.67491095547268
1162,27.674912026117607
1163,27.67491309670247
1164,27.67491416722718
1165,27.674915237691767
1166,27.674916308096194
1167,27.674917378440544
1168,27.67491844872484
1169,27.674919518948958
1170,27.674920589113025
1171,27.674921659217006
1172,27.67492272926091
1173,27.67492379924471
1174,27.674924869168485
1175,27.674925939032125
1176,27.674927008835752
1177,27.674928078579313
1178,27.67492914826282
1179,27.674930217886285
1180,27.674931287449684
1181,27.67493235695309
1182,27.674933426396475
1183,27.674934495779823
1184,27.674935565103155
1185,27.674936634366485
1186,27.6749377035698
1187,27.67493877271312
1188,27.67493984179646
1189,27.6749409108198
1190,27.67494197978316
1191,27.6749430486865
1192,27.674944117529947
1193,27.674945186313384
1194,27.67494625503684
1195,27.67494732370037
1196,27.67494839230394
1197,27.674949460847564
1198,27.67495052933128
1199,27.674951597755015
1200,27.674952666118863
1201,27.67495373442277
1202,27.674954802666765
1203,27.674955870850848
1204,27.67495693897503
1205,27.6749580070393
1206,27.674959075043706
1207,27.674960142988223
1208,27.674961210872844
1209,27.674962278697574
1210,27.674963346462405
1211,27.67496441416745
1212,27.674965481812574
1213,27.67496654939787
1214,27.67496761692328
1215,27.67496868438885
1216,27.67496975179463
1217,27.67497081914055
1218,27.674971886426672
1219,27.67497295365291
1220,27.674974020819352
1221,27.674975087926033
1222,27.674976154972846
1223,27.674977221959868
1224,27.67497828888713
1225,27.674979355754584
1226,27.674980422562246
1227,27.674981489310145
1228,27.674982555998277
1229,27.67498362262661
1230,27.6749846891952
1231,27.674985755704025
1232,27.67498682215313
1233,27.67498788854244
1234,27.67498895487208
1235,27.67499002114193
1236,27.674991087352034
1237,27.674992153502483
1238,27.674993219593166
1239,27.674994285624173
1240,27.67499535159546
1241,27.674996417506982
1242,27.67499748335888
1243,27.6749985491511
1244,27.674999614883593
1245,27.67500068055644
1246,27.6750017461696
1247,27.675002811723083
1248,27.67500387721691
1249,27.675004942651093
1250,27.67500600802558
1251,27.675007073340478
1252,27.675008138595718
1253,27.675009203791305
1254,27.67501026892728
1255,27.67501133400364
1256,27.67501239902032
1257,27.675013463977503
1258,27.675014528875
1259,27.675015593712896
1260,27.675016658491188
1261,27.67501772320992
1262,27.67501878786904
1263,27.675019852468587
1264,27.675020917008588
1265,27.675021981489014
1266,27.675023045909846
1267,27.675024110271114
1268,27.675025174572863
1269,27.67502623881507
1270,27.675027302997712
1271,27.67502836712082
1272,27.6750294311844
1273,27.6750304951885
1274,27.675031559133007
1275,27.675032623018037
1276,27.675033686843545
1277,27.675034750609576
1278,27.675035814316068
1279,27.67503687796309
1280,27.67503794155061
1281,27.675039005078688
1282,27.675040068547233
1283,27.675041131956363
1284,27.675042195306006
1285,27.675043258596215
1286,27.675044321826913
1287,27.675045384998214
1288,27.675046448110066
1289,27.675047511162465
1290,27.67504857415544
1291,27.675049637088996
1292,27.67505069996311
1293,27.675051762777816
1294,27.67505282553313
1295,27.675053888229026
1296,27.675054950865515
1297,27.675056013442596
1298,27.67505707596032
1299,27.675058138418663
1300,27.67505920081763
1301,27.675060263157214
1302,27.675061325437422
1303,27.6750623876583
1304,27.675063449819806
1305,27.675064511921963
1306,27.675065573964737
1307,27.675066635948212
1308,27.67506769787236
1309,27.675068759737144
1310,27.675069821542635
1311,27.675070883288814
1312,27.675071944975674
1313,27.675073006603196
1314,27.675074068171476
1315,27.675075129680444
1316,27.675076191130113
1317,27.675077252520477
1318,27.67507831385158
1319,27.675079375123392
1320,27.675080436335953
1321,27.675081497489256
1322,27.675082558583334
1323,27.675083619618075
1324,27.675084680593628
1325,27.675085741509932
1326,27.675086802366987
1327,27.675087863164826
1328,27.675088923903445
1329,27.675089984582847
1330,27.67509104520301
1331,27.67509210576399
1332,27.675093166265793
1333,27.675094226708328
1334,27.67509528709172
1335,27.67509634741592
1336,27.67509740768089
1337,27.67509846788678
1338,27.675099528033424
1339,27.67510058812095
1340,27.675101648149283
1341,27.675102708118498
1342,27.675103768028496
1343,27.675104827879412
1344,27.675105887671187
1345,27.675106947403822
1346,27.675108007077323
1347,27.67510906669171
1348,27.67511012624698
1349,27.67511118574313
1350,27.67511224518021
1351,27.67511330455815
1352,27.675114363876986
1353,27.675115423136763
1354,27.675116482337458
1355,27.675117541479096
1356,27.67511860056161
1357,27.675119659585082
1358,27.67512071854953
1359,27.675121777454876
1360,27.675122836301174
1361,27.67512389508844
